date,OT
2024/4/9 19:15,2492
2024/4/9 19:30,2390
2024/4/9 19:45,1991.8
2024/4/9 20:00,3240
2024/4/9 20:15,2864
2024/4/9 20:30,2998
2024/4/9 20:45,3059
2024/4/9 21:00,3920
2024/4/9 21:15,4191
2024/4/9 21:30,5806
2024/4/9 21:45,5770
2024/4/9 22:00,5918
2024/4/9 22:15,5853
2024/4/9 22:30,6310
2024/4/9 22:45,5963
2024/4/9 23:00,5675
2024/4/9 23:15,4779
2024/4/9 23:30,4870
2024/4/9 23:45,5967
2024/4/10 0:00,5619
2024/4/10 0:15,5262
2024/4/10 0:30,5084
2024/4/10 0:45,4501
2024/4/10 1:00,4514
2024/4/10 1:15,4543.9
2024/4/10 1:30,4231
2024/4/10 1:45,4419
2024/4/10 2:00,4409
2024/4/10 2:15,4072
2024/4/10 2:30,4450
2024/4/10 2:45,4439
2024/4/10 3:00,4414
2024/4/10 3:15,4591
2024/4/10 3:30,4610
2024/4/10 3:45,4627
2024/4/10 4:00,4600
2024/4/10 4:15,4703
2024/4/10 4:30,4910
2024/4/10 4:45,5099.1
2024/4/10 5:00,5256
2024/4/10 5:15,5264
2024/4/10 5:30,5436
2024/4/10 5:45,5349
2024/4/10 6:00,4570
2024/4/10 6:15,4999
2024/4/10 6:30,5652
2024/4/10 6:45,5466
2024/4/10 7:00,5621
2024/4/10 7:15,5112
2024/4/10 7:30,5090
2024/4/10 7:45,5137
2024/4/10 8:00,4935.9
2024/4/10 8:15,5112
2024/4/10 8:30,4749
2024/4/10 8:45,4776
2024/4/10 9:00,4945
2024/4/10 9:15,4791
2024/4/10 9:30,4927
2024/4/10 9:45,4726.9
2024/4/10 10:00,4898
2024/4/10 10:15,4924
2024/4/10 10:30,4380
2024/4/10 10:45,5085
2024/4/10 11:00,5118
2024/4/10 11:15,4971.1
2024/4/10 11:30,5094
2024/4/10 11:45,5124
2024/4/10 12:00,5117.1
2024/4/10 12:15,5090
2024/4/10 12:30,5112
2024/4/10 12:45,5111
2024/4/10 13:00,5121
2024/4/10 13:15,4922
2024/4/10 13:30,4927
2024/4/10 13:45,4396
2024/4/10 14:00,4555
2024/4/10 14:15,4764
2024/4/10 14:30,4772
2024/4/10 14:45,4940
2024/4/10 15:00,4782.9
2024/4/10 15:15,4779.1
2024/4/10 15:30,4609
2024/4/10 15:45,3918
2024/4/10 16:00,3877
2024/4/10 16:15,3937
2024/4/10 16:30,3699
2024/4/10 16:45,3183
2024/4/10 17:00,3754
2024/4/10 17:15,2858
2024/4/10 17:30,3226
2024/4/10 17:45,2771
2024/4/10 18:00,2814
2024/4/10 18:15,2502.1
2024/4/10 18:30,2375
2024/4/10 18:45,1438
2024/4/10 19:00,1740
2024/4/10 19:15,1578.1
2024/4/10 19:30,1780
2024/4/10 19:45,1578
2024/4/10 20:00,1710
2024/4/10 20:15,1223
2024/4/10 20:30,2028
2024/4/10 20:45,2591
2024/4/10 21:00,3969
2024/4/10 21:15,2196
2024/4/10 21:30,6610
2024/4/10 21:45,6010
2024/4/10 22:00,6615
2024/4/10 22:15,6631
2024/4/10 22:30,6437
2024/4/10 22:45,5784
2024/4/10 23:00,5271
2024/4/10 23:15,4744
2024/4/10 23:30,4802
2024/4/10 23:45,4578
2024/4/11 0:00,4606
2024/4/11 0:15,4764
2024/4/11 0:30,4780
2024/4/11 0:45,4778
2024/4/11 1:00,3757
2024/4/11 1:15,4335
2024/4/11 1:30,4655
2024/4/11 1:45,4436
2024/4/11 2:00,4087
2024/4/11 2:15,4064
2024/4/11 2:30,3436
2024/4/11 2:45,3916
2024/4/11 3:00,2083
2024/4/11 3:15,2605
2024/4/11 3:30,2067
2024/4/11 3:45,2644
2024/4/11 4:00,1785
2024/4/11 4:15,1723
2024/4/11 4:30,1761
2024/4/11 4:45,2331
2024/4/11 5:00,1394
2024/4/11 5:15,1334
2024/4/11 5:30,1112
2024/4/11 5:45,1750
2024/4/11 6:00,1374
2024/4/11 6:15,1694
2024/4/11 6:30,1341
2024/4/11 6:45,1814
2024/4/11 7:00,1666
2024/4/11 7:15,1891
2024/4/11 7:30,1982
2024/4/11 7:45,1917
2024/4/11 8:00,2070
2024/4/11 8:15,1707
2024/4/11 8:30,2055
2024/4/11 8:45,1768
2024/4/11 9:00,2011
2024/4/11 9:15,1863
2024/4/11 9:30,1849
2024/4/11 9:45,2429
2024/4/11 10:00,2507
2024/4/11 10:15,3069
2024/4/11 10:30,2762.1
2024/4/11 10:45,3230
2024/4/11 11:00,2954
2024/4/11 11:15,3090
2024/4/11 11:30,2948.9
2024/4/11 11:45,3017
2024/4/11 12:00,2877
2024/4/11 12:15,2594
2024/4/11 12:30,2724
2024/4/11 12:45,2222
2024/4/11 13:00,2359
2024/4/11 13:15,2049
2024/4/11 13:30,2217
2024/4/11 13:45,1681
2024/4/11 14:00,1133
2024/4/11 14:15,1450
2024/4/11 14:30,1378
2024/4/11 14:45,967
2024/4/11 15:00,945
2024/4/11 15:15,901
2024/4/11 15:30,892
2024/4/11 15:45,913
2024/4/11 16:00,1029
2024/4/11 16:15,974
2024/4/11 16:30,910
2024/4/11 16:45,881
2024/4/11 17:00,633
2024/4/11 17:15,851
2024/4/11 17:30,904
2024/4/11 17:45,727.9
2024/4/11 18:00,647
2024/4/11 18:15,650
2024/4/11 18:30,758
2024/4/11 18:45,721
2024/4/11 19:00,1056
2024/4/11 19:15,986
2024/4/11 19:30,659
2024/4/11 19:45,755
2024/4/11 20:00,1036
2024/4/11 20:15,1223
2024/4/11 20:30,1247
2024/4/11 20:45,1399
2024/4/11 21:00,1425
2024/4/11 21:15,1004
2024/4/11 21:30,966
2024/4/11 21:45,609
2024/4/11 22:00,821
2024/4/11 22:15,1260
2024/4/11 22:30,1359
2024/4/11 22:45,1372
2024/4/11 23:00,1337
2024/4/11 23:15,1469
2024/4/11 23:30,760
2024/4/11 23:45,700.1
2024/4/12 0:00,839
2024/4/12 0:15,985
2024/4/12 0:30,781
2024/4/12 0:45,1014
2024/4/12 1:00,683
2024/4/12 1:15,845
2024/4/12 1:30,1093
2024/4/12 1:45,989
2024/4/12 2:00,790
2024/4/12 2:15,613
2024/4/12 2:30,618
2024/4/12 2:45,691
2024/4/12 3:00,428
2024/4/12 3:15,378
2024/4/12 3:30,390
2024/4/12 3:45,442
2024/4/12 4:00,339
2024/4/12 4:15,354
2024/4/12 4:30,468
2024/4/12 4:45,432
2024/4/12 5:00,506
2024/4/12 5:15,439
2024/4/12 5:30,452.9
2024/4/12 5:45,458
2024/4/12 6:00,493
2024/4/12 6:15,468
2024/4/12 6:30,400
2024/4/12 6:45,330
2024/4/12 7:00,307
2024/4/12 7:15,175
2024/4/12 7:30,215
2024/4/12 7:45,98.9
2024/4/12 8:00,111
2024/4/12 8:15,102
2024/4/12 8:30,146
2024/4/12 8:45,214
2024/4/12 9:00,365
2024/4/12 9:15,174.9
2024/4/12 9:30,95
2024/4/12 9:45,108
2024/4/12 10:00,203
2024/4/12 10:15,199.9
2024/4/12 10:30,208
2024/4/12 10:45,111
2024/4/12 11:00,119
2024/4/12 11:15,69
2024/4/12 11:30,105
2024/4/12 11:45,113
2024/4/12 12:00,260
2024/4/12 12:15,234
2024/4/12 12:30,288
2024/4/12 12:45,343.9
2024/4/12 13:00,278
2024/4/12 13:15,308
2024/4/12 13:30,382
2024/4/12 13:45,288
2024/4/12 14:00,372
2024/4/12 14:15,230
2024/4/12 14:30,212
2024/4/12 14:45,136
2024/4/12 15:00,289.1
2024/4/12 15:15,320
2024/4/12 15:30,268
2024/4/12 15:45,228
2024/4/12 16:00,318
2024/4/12 16:15,355
2024/4/12 16:30,197
2024/4/12 16:45,163
2024/4/12 17:00,146
2024/4/12 17:15,140
2024/4/12 17:30,154
2024/4/12 17:45,118
2024/4/12 18:00,56
2024/4/12 18:15,32
2024/4/12 18:30,33
2024/4/12 18:45,29
2024/4/12 19:00,74
2024/4/12 19:15,169
2024/4/12 19:30,210
2024/4/12 19:45,240
2024/4/12 20:00,473
2024/4/12 20:15,385
2024/4/12 20:30,465
2024/4/12 20:45,761
2024/4/12 21:00,637
2024/4/12 21:15,506
2024/4/12 21:30,446
2024/4/12 21:45,384.1
2024/4/12 22:00,265
2024/4/12 22:15,296
2024/4/12 22:30,299
2024/4/12 22:45,272
2024/4/12 23:00,216
2024/4/12 23:15,236
2024/4/12 23:30,270.9
2024/4/12 23:45,386
2024/4/13 0:00,444
2024/4/13 0:15,291
2024/4/13 0:30,370
2024/4/13 0:45,297
2024/4/13 1:00,407
2024/4/13 1:15,222
2024/4/13 1:30,258
2024/4/13 1:45,157
2024/4/13 2:00,133
2024/4/13 2:15,58
2024/4/13 2:30,-38.9
2024/4/13 2:45,-33
2024/4/13 3:00,-36
2024/4/13 3:15,-32
2024/4/13 3:30,-33
2024/4/13 3:45,-36
2024/4/13 4:00,-36.9
2024/4/13 4:15,-35
2024/4/13 4:30,-34
2024/4/13 4:45,-35
2024/4/13 5:00,-32
2024/4/13 5:15,-34
2024/4/13 5:30,-37
2024/4/13 5:45,165
2024/4/13 6:00,36
2024/4/13 6:15,-35
2024/4/13 6:30,-43
2024/4/13 6:45,-37
2024/4/13 7:00,-36
2024/4/13 7:15,-37
2024/4/13 7:30,-36
2024/4/13 7:45,-37
2024/4/13 8:00,-34
2024/4/13 8:15,-36
2024/4/13 8:30,-34
2024/4/13 8:45,-33
2024/4/13 9:00,-35
2024/4/13 9:15,-36
2024/4/13 9:30,-39
2024/4/13 9:45,-30.9
2024/4/13 10:00,-38
2024/4/13 10:15,-34
2024/4/13 10:30,-40
2024/4/13 10:45,-39
2024/4/13 11:00,-35
2024/4/13 11:15,-34
2024/4/13 11:30,-36
2024/4/13 11:45,-35
2024/4/13 12:00,-29
2024/4/13 12:15,-35
2024/4/13 12:30,-34
2024/4/13 12:45,-34
2024/4/13 13:00,-35
2024/4/13 13:15,-35
2024/4/13 13:30,-36
2024/4/13 13:45,-36
2024/4/13 14:00,-33
2024/4/13 14:15,-36
2024/4/13 14:30,-31
2024/4/13 14:45,-36
2024/4/13 15:00,-33
2024/4/13 15:15,-33
2024/4/13 15:30,-39
2024/4/13 15:45,-34
2024/4/13 16:00,-36
2024/4/13 16:15,-41
2024/4/13 16:30,-36
2024/4/13 16:45,-34
2024/4/13 17:00,-36
2024/4/13 17:15,-35
2024/4/13 17:30,-34
2024/4/13 17:45,-36
2024/4/13 18:00,-36
2024/4/13 18:15,-39
2024/4/13 18:30,-35
2024/4/13 18:45,-35
2024/4/13 19:00,146
2024/4/13 19:15,605
2024/4/13 19:30,666
2024/4/13 19:45,522
2024/4/13 20:00,571
2024/4/13 20:15,590
2024/4/13 20:30,617
2024/4/13 20:45,925
2024/4/13 21:00,1430
2024/4/13 21:15,1723
2024/4/13 21:30,1693
2024/4/13 21:45,1397
2024/4/13 22:00,1339
2024/4/13 22:15,955
2024/4/13 22:30,910
2024/4/13 22:45,1233
2024/4/13 23:00,1171
2024/4/13 23:15,1254.8
2024/4/13 23:30,2107
2024/4/13 23:45,1280
2024/4/14 0:00,963
2024/4/14 0:15,828
2024/4/14 0:30,612
2024/4/14 0:45,1034
2024/4/14 1:00,598
2024/4/14 1:15,794
2024/4/14 1:30,1335
2024/4/14 1:45,1222
2024/4/14 2:00,1724.9
2024/4/14 2:15,1300
2024/4/14 2:30,2624
2024/4/14 2:45,1702
2024/4/14 3:00,1192
2024/4/14 3:15,839
2024/4/14 3:30,290
2024/4/14 3:45,116
2024/4/14 4:00,1190
2024/4/14 4:15,748
2024/4/14 4:30,890
2024/4/14 4:45,1401
2024/4/14 5:00,1008
2024/4/14 5:15,1053
2024/4/14 5:30,1049
2024/4/14 5:45,1643
2024/4/14 6:00,2095
2024/4/14 6:15,1747
2024/4/14 6:30,2173
2024/4/14 6:45,1097
2024/4/14 7:00,1140
2024/4/14 7:15,397
2024/4/14 7:30,946
2024/4/14 7:45,555
2024/4/14 8:00,627
2024/4/14 8:15,962
2024/4/14 8:30,955
2024/4/14 8:45,1275
2024/4/14 9:00,1400
2024/4/14 9:15,1090
2024/4/14 9:30,1437
2024/4/14 9:45,1537
2024/4/14 10:00,1918
2024/4/14 10:15,1278
2024/4/14 10:30,1033
2024/4/14 10:45,1280
2024/4/14 11:00,697
2024/4/14 11:15,1031
2024/4/14 11:30,862
2024/4/14 11:45,825
2024/4/14 12:00,1389
2024/4/14 12:15,1396
2024/4/14 12:30,1388
2024/4/14 12:45,1457.1
2024/4/14 13:00,1530
2024/4/14 13:15,1306
2024/4/14 13:30,773
2024/4/14 13:45,487
2024/4/14 14:00,824
2024/4/14 14:15,576
2024/4/14 14:30,1009
2024/4/14 14:45,1076
2024/4/14 15:00,929
2024/4/14 15:15,992
2024/4/14 15:30,1244
2024/4/14 15:45,610
2024/4/14 16:00,518
2024/4/14 16:15,198
2024/4/14 16:30,-32
2024/4/14 16:45,-34
2024/4/14 17:00,1481
2024/4/14 17:15,966
2024/4/14 17:30,989
2024/4/14 17:45,1039
2024/4/14 18:00,992
2024/4/14 18:15,957
2024/4/14 18:30,1152
2024/4/14 18:45,1500
2024/4/14 19:00,2126
2024/4/14 19:15,2123
2024/4/14 19:30,1928
2024/4/14 19:45,3074
2024/4/14 20:00,2238
2024/4/14 20:15,1953
2024/4/14 20:30,2498
2024/4/14 20:45,2394
2024/4/14 21:00,1690
2024/4/14 21:15,1580
2024/4/14 21:30,1954
2024/4/14 21:45,1131
2024/4/14 22:00,776
2024/4/14 22:15,723
2024/4/14 22:30,912
2024/4/14 22:45,678
2024/4/14 23:00,747
2024/4/14 23:15,1095
2024/4/14 23:30,1079
2024/4/14 23:45,1440
2024/4/15 0:00,1449
2024/4/15 0:15,1578
2024/4/15 0:30,1532
2024/4/15 0:45,1589
2024/4/15 1:00,1441
2024/4/15 1:15,1571
2024/4/15 1:30,1474
2024/4/15 1:45,1295
2024/4/15 2:00,2156
2024/4/15 2:15,2522
2024/4/15 2:30,2789
2024/4/15 2:45,2390
2024/4/15 3:00,2071
2024/4/15 3:15,2290
2024/4/15 3:30,1674
2024/4/15 3:45,1039
2024/4/15 4:00,382
2024/4/15 4:15,663
2024/4/15 4:30,932
2024/4/15 4:45,1103
2024/4/15 5:00,1214
2024/4/15 5:15,974
2024/4/15 5:30,890
2024/4/15 5:45,589
2024/4/15 6:00,587
2024/4/15 6:15,205
2024/4/15 6:30,258
2024/4/15 6:45,263
2024/4/15 7:00,-35
2024/4/15 7:15,228
2024/4/15 7:30,74
2024/4/15 7:45,-33
2024/4/15 8:00,-36
2024/4/15 8:15,-35
2024/4/15 8:30,-36
2024/4/15 8:45,-35
2024/4/15 9:00,-32
2024/4/15 9:15,-38
2024/4/15 9:30,-33
2024/4/15 9:45,151
2024/4/15 10:00,405
2024/4/15 10:15,583
2024/4/15 10:30,584
2024/4/15 10:45,335
2024/4/15 11:00,359
2024/4/15 11:15,50
2024/4/15 11:30,95
2024/4/15 11:45,123
2024/4/15 12:00,155
2024/4/15 12:15,161
2024/4/15 12:30,252
2024/4/15 12:45,240
2024/4/15 13:00,441
2024/4/15 13:15,347
2024/4/15 13:30,897
2024/4/15 13:45,863
2024/4/15 14:00,866
2024/4/15 14:15,963
2024/4/15 14:30,1154
2024/4/15 14:45,1069
2024/4/15 15:00,716
2024/4/15 15:15,994
2024/4/15 15:30,1121
2024/4/15 15:45,1045
2024/4/15 16:00,1073
2024/4/15 16:15,877
2024/4/15 16:30,418
2024/4/15 16:45,518
2024/4/15 17:00,1016
2024/4/15 17:15,544
2024/4/15 17:30,572
2024/4/15 17:45,628
2024/4/15 18:00,706
2024/4/15 18:15,781
2024/4/15 18:30,969
2024/4/15 18:45,658
2024/4/15 19:00,716
2024/4/15 19:15,745
2024/4/15 19:30,1106
2024/4/15 19:45,801
2024/4/15 20:00,644
2024/4/15 20:15,628
2024/4/15 20:30,1010
2024/4/15 20:45,2499
2024/4/15 21:00,1980
2024/4/15 21:15,2234
2024/4/15 21:30,1017
2024/4/15 21:45,1461.9
2024/4/15 22:00,1208
2024/4/15 22:15,1076
2024/4/15 22:30,801
2024/4/15 22:45,380
2024/4/15 23:00,388
2024/4/15 23:15,187
2024/4/15 23:30,320
2024/4/15 23:45,572
2024/4/16 0:00,360
2024/4/16 0:15,398
2024/4/16 0:30,872
2024/4/16 0:45,771
2024/4/16 1:00,764
2024/4/16 1:15,695
2024/4/16 1:30,819
2024/4/16 1:45,560
2024/4/16 2:00,676
2024/4/16 2:15,494
2024/4/16 2:30,235
2024/4/16 2:45,532
2024/4/16 3:00,888
2024/4/16 3:15,870
2024/4/16 3:30,663
2024/4/16 3:45,678
2024/4/16 4:00,1056
2024/4/16 4:15,825
2024/4/16 4:30,749
2024/4/16 4:45,880
2024/4/16 5:00,798
2024/4/16 5:15,692
2024/4/16 5:30,1224
2024/4/16 5:45,931.9
2024/4/16 6:00,715
2024/4/16 6:15,818
2024/4/16 6:30,465
2024/4/16 6:45,681
2024/4/16 7:00,692
2024/4/16 7:15,173
2024/4/16 7:30,510
2024/4/16 7:45,221.2
2024/4/16 8:00,367
2024/4/16 8:15,555
2024/4/16 8:30,105
2024/4/16 8:45,257
2024/4/16 9:00,560
2024/4/16 9:15,203
2024/4/16 9:30,319
2024/4/16 9:45,185
2024/4/16 10:00,472
2024/4/16 10:15,434
2024/4/16 10:30,190
2024/4/16 10:45,813
2024/4/16 11:00,725
2024/4/16 11:15,594
2024/4/16 11:30,415
2024/4/16 11:45,815
2024/4/16 12:00,628
2024/4/16 12:15,292
2024/4/16 12:30,355
2024/4/16 12:45,96
2024/4/16 13:00,205
2024/4/16 13:15,184
2024/4/16 13:30,42
2024/4/16 13:45,105
2024/4/16 14:00,-39
2024/4/16 14:15,-39
2024/4/16 14:30,-38
2024/4/16 14:45,-34
2024/4/16 15:00,-38
2024/4/16 15:15,-37
2024/4/16 15:30,213
2024/4/16 15:45,464.2
2024/4/16 16:00,822
2024/4/16 16:15,983
2024/4/16 16:30,1660
2024/4/16 16:45,1174
2024/4/16 17:00,311
2024/4/16 17:15,305
2024/4/16 17:30,223
2024/4/16 17:45,744
2024/4/16 18:00,528.9
2024/4/16 18:15,735
2024/4/16 18:30,361
2024/4/16 18:45,521
2024/4/16 19:00,718
2024/4/16 19:15,300
2024/4/16 19:30,1058
2024/4/16 19:45,1024
2024/4/16 20:00,431
2024/4/16 20:15,742
2024/4/16 20:30,389
2024/4/16 20:45,630
2024/4/16 21:00,1060
2024/4/16 21:15,910
2024/4/16 21:30,305
2024/4/16 21:45,915.1
2024/4/16 22:00,1312.9
2024/4/16 22:15,1045
2024/4/16 22:30,1149
2024/4/16 22:45,1956
2024/4/16 23:00,1459
2024/4/16 23:15,681
2024/4/16 23:30,590
2024/4/16 23:45,586
2024/4/17 0:00,1339
2024/4/17 0:15,541
2024/4/17 0:30,703
2024/4/17 0:45,1241
2024/4/17 1:00,1552
2024/4/17 1:15,1600
2024/4/17 1:30,815
2024/4/17 1:45,1318
2024/4/17 2:00,998
2024/4/17 2:15,1197
2024/4/17 2:30,193
2024/4/17 2:45,163
2024/4/17 3:00,272
2024/4/17 3:15,284
2024/4/17 3:30,615
2024/4/17 3:45,1621
2024/4/17 4:00,1964
2024/4/17 4:15,1015
2024/4/17 4:30,710
2024/4/17 4:45,1137
2024/4/17 5:00,1314
2024/4/17 5:15,1234
2024/4/17 5:30,1286.2
2024/4/17 5:45,4044
2024/4/17 6:00,3701
2024/4/17 6:15,2006
2024/4/17 6:30,4166
2024/4/17 6:45,2066
2024/4/17 7:00,951
2024/4/17 7:15,2053
2024/4/17 7:30,887
2024/4/17 7:45,817
2024/4/17 8:00,965
2024/4/17 8:15,1101
2024/4/17 8:30,1272
2024/4/17 8:45,1287.1
2024/4/17 9:00,1227
2024/4/17 9:15,1351
2024/4/17 9:30,1617
2024/4/17 9:45,1501
2024/4/17 10:00,1518
2024/4/17 10:15,1290
2024/4/17 10:30,1081
2024/4/17 10:45,839
2024/4/17 11:00,554.9999
2024/4/17 11:15,444
2024/4/17 11:30,688
2024/4/17 11:45,649
2024/4/17 12:00,224
2024/4/17 12:15,561
2024/4/17 12:30,454
2024/4/17 12:45,336
2024/4/17 13:00,153
2024/4/17 13:15,191
2024/4/17 13:30,161
2024/4/17 13:45,171
2024/4/17 14:00,128
2024/4/17 14:15,148
2024/4/17 14:30,189
2024/4/17 14:45,258
2024/4/17 15:00,846
2024/4/17 15:15,829
2024/4/17 15:30,589
2024/4/17 15:45,890
2024/4/17 16:00,714
2024/4/17 16:15,890
2024/4/17 16:30,997
2024/4/17 16:45,939
2024/4/17 17:00,698
2024/4/17 17:15,981
2024/4/17 17:30,1290
2024/4/17 17:45,1412
2024/4/17 18:00,1051
2024/4/17 18:15,1155
2024/4/17 18:30,1097
2024/4/17 18:45,1202
2024/4/17 19:00,1375
2024/4/17 19:15,1305
2024/4/17 19:30,1335
2024/4/17 19:45,832
2024/4/17 20:00,454
2024/4/17 20:15,202
2024/4/17 20:30,95
2024/4/17 20:45,152.9
2024/4/17 21:00,237
2024/4/17 21:15,140
2024/4/17 21:30,171
2024/4/17 21:45,60
2024/4/17 22:00,110
2024/4/17 22:15,296
2024/4/17 22:30,222
2024/4/17 22:45,515
2024/4/17 23:00,449
2024/4/17 23:15,369
2024/4/17 23:30,664
2024/4/17 23:45,1182
2024/4/18 0:00,2075
2024/4/18 0:15,1779
2024/4/18 0:30,2254
2024/4/18 0:45,2219
2024/4/18 1:00,2219
2024/4/18 1:15,1852
2024/4/18 1:30,1413
2024/4/18 1:45,1108
2024/4/18 2:00,1191
2024/4/18 2:15,486
2024/4/18 2:30,299
2024/4/18 2:45,-34
2024/4/18 3:00,214
2024/4/18 3:15,200
2024/4/18 3:30,-34
2024/4/18 3:45,263
2024/4/18 4:00,198
2024/4/18 4:15,348
2024/4/18 4:30,349
2024/4/18 4:45,214
2024/4/18 5:00,316
2024/4/18 5:15,648
2024/4/18 5:30,555
2024/4/18 5:45,484
2024/4/18 6:00,353
2024/4/18 6:15,344
2024/4/18 6:30,634
2024/4/18 6:45,859
2024/4/18 7:00,660
2024/4/18 7:15,529
2024/4/18 7:30,907.9
2024/4/18 7:45,1277.8
2024/4/18 8:00,1489
2024/4/18 8:15,1115
2024/4/18 8:30,600
2024/4/18 8:45,853
2024/4/18 9:00,1090
2024/4/18 9:15,-34
2024/4/18 9:30,3308
2024/4/18 9:45,1751
2024/4/18 10:00,542
2024/4/18 10:15,-37
2024/4/18 10:30,-35
2024/4/18 10:45,6611
2024/4/18 11:00,6104
2024/4/18 11:15,3804
2024/4/18 11:30,3050
2024/4/18 11:45,803
2024/4/18 12:00,432
2024/4/18 12:15,806
2024/4/18 12:30,1195
2024/4/18 12:45,1201
2024/4/18 13:00,440
2024/4/18 13:15,370
2024/4/18 13:30,216
2024/4/18 13:45,181
2024/4/18 14:00,285
2024/4/18 14:15,145
2024/4/18 14:30,-32
2024/4/18 14:45,-36
2024/4/18 15:00,-33
2024/4/18 15:15,-34
2024/4/18 15:30,-32
2024/4/18 15:45,-34
2024/4/18 16:00,-33
2024/4/18 16:15,-34
2024/4/18 16:30,-34
2024/4/18 16:45,-36
2024/4/18 17:00,-35
2024/4/18 17:15,-33
2024/4/18 17:30,-38
2024/4/18 17:45,461
2024/4/18 18:00,846
2024/4/18 18:15,776
2024/4/18 18:30,1588
2024/4/18 18:45,541
2024/4/18 19:00,1189.1
2024/4/18 19:15,1140
2024/4/18 19:30,1761
2024/4/18 19:45,2409
2024/4/18 20:00,2302
2024/4/18 20:15,1566
2024/4/18 20:30,1918
2024/4/18 20:45,1982
2024/4/18 21:00,2752
2024/4/18 21:15,4711
2024/4/18 21:30,3130.9
2024/4/18 21:45,2715.9
2024/4/18 22:00,2492.9
2024/4/18 22:15,3140
2024/4/18 22:30,2650
2024/4/18 22:45,2339
2024/4/18 23:00,2120
2024/4/18 23:15,4572
2024/4/18 23:30,3938
2024/4/18 23:45,2599
2024/4/19 0:00,2114
2024/4/19 0:15,2352
2024/4/19 0:30,2492
2024/4/19 0:45,2035
2024/4/19 1:00,2233
2024/4/19 1:15,2879
2024/4/19 1:30,4006
2024/4/19 1:45,2683
2024/4/19 2:00,3084
2024/4/19 2:15,3996
2024/4/19 2:30,3759
2024/4/19 2:45,2712
2024/4/19 3:00,1992
2024/4/19 3:15,2655
2024/4/19 3:30,1927
2024/4/19 3:45,906
2024/4/19 4:00,3068
2024/4/19 4:15,2630
2024/4/19 4:30,3469
2024/4/19 4:45,4248
2024/4/19 5:00,4438
2024/4/19 5:15,4231
2024/4/19 5:30,3744.1
2024/4/19 5:45,3764
2024/4/19 6:00,3564.1
2024/4/19 6:15,3581
2024/4/19 6:30,3416
2024/4/19 6:45,3409
2024/4/19 7:00,3402
2024/4/19 7:15,332
2024/4/19 7:30,3728
2024/4/19 7:45,3582
2024/4/19 8:00,3728
2024/4/19 8:15,3586
2024/4/19 8:30,3409
2024/4/19 8:45,3430.9
2024/4/19 9:00,3416
2024/4/19 9:15,3385
2024/4/19 9:30,3436
2024/4/19 9:45,2199.1
2024/4/19 10:00,2430.1
2024/4/19 10:15,2831
2024/4/19 10:30,3545
2024/4/19 10:45,2327
2024/4/19 11:00,3405
2024/4/19 11:15,3550
2024/4/19 11:30,3602
2024/4/19 11:45,3576.1
2024/4/19 12:00,3566
2024/4/19 12:15,3406
2024/4/19 12:30,-36
2024/4/19 12:45,2824
2024/4/19 13:00,3918
2024/4/19 13:15,750.1
2024/4/19 13:30,1200.1
2024/4/19 13:45,791
2024/4/19 14:00,1450
2024/4/19 14:15,1473
2024/4/19 14:30,2205
2024/4/19 14:45,2509
2024/4/19 15:00,2902
2024/4/19 15:15,1560
2024/4/19 15:30,1434
2024/4/19 15:45,969
2024/4/19 16:00,1106
2024/4/19 16:15,930
2024/4/19 16:30,1234
2024/4/19 16:45,1277
2024/4/19 17:00,1975
2024/4/19 17:15,2698
2024/4/19 17:30,3513
2024/4/19 17:45,3010
2024/4/19 18:00,3205
2024/4/19 18:15,2792
2024/4/19 18:30,809
2024/4/19 18:45,1180
2024/4/19 19:00,1987
2024/4/19 19:15,1740
2024/4/19 19:30,1277
2024/4/19 19:45,2095
2024/4/19 20:00,825
2024/4/19 20:15,977
2024/4/19 20:30,1005
2024/4/19 20:45,1975
2024/4/19 21:00,777
2024/4/19 21:15,1444
2024/4/19 21:30,2319
2024/4/19 21:45,3010
2024/4/19 22:00,2555
2024/4/19 22:15,1447
2024/4/19 22:30,717
2024/4/19 22:45,2426
2024/4/19 23:00,3184
2024/4/19 23:15,3207
2024/4/19 23:30,2754
2024/4/19 23:45,2323.1
2024/4/20 0:00,996
2024/4/20 0:15,1739
2024/4/20 0:30,1630
2024/4/20 0:45,1244
2024/4/20 1:00,1557
2024/4/20 1:15,1942
2024/4/20 1:30,1999
2024/4/20 1:45,848
2024/4/20 2:00,1654
2024/4/20 2:15,2691
2024/4/20 2:30,3113
2024/4/20 2:45,1796
2024/4/20 3:00,1648
2024/4/20 3:15,2765
2024/4/20 3:30,4141
2024/4/20 3:45,4004
2024/4/20 4:00,2452
2024/4/20 4:15,1657
2024/4/20 4:30,1165
2024/4/20 4:45,1897
2024/4/20 5:00,2159
2024/4/20 5:15,1888
2024/4/20 5:30,1880
2024/4/20 5:45,2272
2024/4/20 6:00,3258.1
2024/4/20 6:15,2674
2024/4/20 6:30,1055
2024/4/20 6:45,2277
2024/4/20 7:00,2436.9
2024/4/20 7:15,3012
2024/4/20 7:30,2600
2024/4/20 7:45,2939
2024/4/20 8:00,3800
2024/4/20 8:15,3463
2024/4/20 8:30,3329
2024/4/20 8:45,3904
2024/4/20 9:00,2774.9
2024/4/20 9:15,1011
2024/4/20 9:30,1448
2024/4/20 9:45,954
2024/4/20 10:00,1789
2024/4/20 10:15,612
